position,person,personID,start,end,gender,DOB,DOD,image,enwiki
monarch,Elizabeth II,Q9682,1978-10-01,,female,1926-04-21,,Queen Elizabeth II of New Zealand (cropped).jpg,Elizabeth II
Governor-General,Tomasi Puapua,Q919316,1998-06-26,2003-09-09,male,1938-09-10,,,Tomasi Puapua
Governor-General,Faimalaga Luka,Q164931,2003-09-09,2005-04-15,male,1940,2005-08-19,,Faimalaga Luka
Governor-General,Filoimea Telito,Q451540,2005-04-15,2010-03-19,male,1945-03-19,2011-07-11,,Filoimea Telito
Governor-General,Kamuta Latasi,Q739504,2010-03-19,2010-04-16,male,1936-09-04,,Rt Hon Sir Kamuta Latasi (cropped).jpg,Kamuta Latasi
Governor-General,Sir Iakoba Italeli,Q3147210,2010-04-16,2019-08-22,male,,,Iakoba Italeli May 2015.jpg,Iakoba Italeli
Governor-General,Teniku Talesi Honolulu,Q104962757,2019-08-22,2021-01,female,,,,Teniku Talesi
Governor-General,Samuelu Teo,Q21062794,2021-01,2021-09-28,male,1957,,Tuvalu MP Samuelu Penitala Teo speaking at the 144th IPU Assembly on March 2022.jpg,Samuelu Teo
Governor-General,Tofiga Vaevalu Falani,Q108906680,2021-09-29,,male,,,Tofiga Vaevalu Falani 2021.jpg,Tofiga Vaevalu Falani
Prime Minister,Ionatana Ionatana,Q961043,1999-04-27,2000-12-08,male,1938-11-05,2000-12-08,Ionatana Ionatana.jpg,Ionatana Ionatana
Prime Minister,Lagitupu Tuilimu,Q663723,2000-12-08,2001-02-24,male,,,,Lagitupu Tuilimu
Prime Minister,Faimalaga Luka,Q164931,2001-02-24,2001-12-13,male,1940,2005-08-19,,Faimalaga Luka
Prime Minister,Koloa Talake,Q965221,2001-12-14,2002-08-24,male,1934-06-07,2008-05-26,,Koloa Talake
Prime Minister,Saufatu Sopoanga,Q384322,2002-08-24,2004-08-27,male,1952-02-22,2020-12-15,Saufatu Sopoanga 2003 (cropped).jpg,Saufatu Sopoanga
Prime Minister,Maatia Toafa,Q287513,2004-08-27,2006-08-14,male,1954-05-01,,Maatia Toafa.jpg,Maatia Toafa
Prime Minister,Apisai Ielemia,Q316267,2006-08-14,2010-09-29,male,1955-08-19,2018-11-19,Apisai Ielemia cropped.jpg,Apisai Ielemia
Prime Minister,Maatia Toafa,Q287513,2010-09-29,2010-12-24,male,1954-05-01,,Maatia Toafa.jpg,Maatia Toafa
Prime Minister,Willy Telavi,Q561559,2010-12-24,2013-08-01,male,1954-01-28,,WillyTevali.jpg,Willy Telavi
Prime Minister,Enele Sopoaga,Q330640,2013-08-01,2019-09-19,male,1956-02-10,,Enele Sopoaga 2014.jpg,Enele Sopoaga
Prime Minister,Kausea Natano,Q6378927,2019-09-19,,male,1957-07-05,,Kausea Natano June 2022.jpg,Kausea Natano
Deputy Prime Minister,Maatia Toafa,Q287513,2002-08-02,2004-08-27,male,1954-05-01,,Maatia Toafa.jpg,Maatia Toafa
Deputy Prime Minister,Saufatu Sopoanga,Q384322,2004-08-27,2006-08-14,male,1952-02-22,2020-12-15,Saufatu Sopoanga 2003 (cropped).jpg,Saufatu Sopoanga
Deputy Prime Minister,Tavau Teii,Q7689043,2006-08-14,2010-09-29,male,,,Tavau Teii at MEDEF.jpg,Tavau Teii
Deputy Prime Minister,Enele Sopoaga,Q330640,2010-09-29,2010-12-24,male,1956-02-10,,Enele Sopoaga 2014.jpg,Enele Sopoaga
Deputy Prime Minister,Kausea Natano,Q6378927,2010-12-24,2013-08-02,male,1957-07-05,,Kausea Natano June 2022.jpg,Kausea Natano
Deputy Prime Minister,Vete Sakaio,Q7923554,2013-08-05,2015-04-10,male,,,,Vete Sakaio
Deputy Prime Minister,Maatia Toafa,Q287513,2015-04-10,2019-09-09,male,1954-05-01,,Maatia Toafa.jpg,Maatia Toafa
Deputy Prime Minister,Minute Alapati Taupo,Q85895228,2019-09-20,2022-05-23,male,1962-02-01,2022-05-23,"Minute Alapati Taupo, February 2020 (GPO035) (cropped).jpg",Minute Alapati Taupo
Minister of Education,Amasone Kilei,Q108807890,2000-12-08,2001-02-24,male,,2005,,Amasone Kilei
Minister of Education,Sir Iakoba Italeli,Q3147210,2006-08-14,2010-09-29,male,,,Iakoba Italeli May 2015.jpg,Iakoba Italeli
Minister of Education,Namoliki Sualiki,Q6961984,2010-09-29,2010-12-24,male,,,,Namoliki Sualiki
Minister of Education,Falesa Pitoi,Q2377016,2010-12-24,2013-08-02,male,,,,Falesa Pitoi
Minister of Education,Fauoa Maani,Q15972515,2013-08-05,2019-09-19,male,,,,Fauoa Maani
Minister of Education,Timi Melei,Q108805761,2019-09-20,,male,,,,
Minister of Finance,Lagitupu Tuilimu,Q663723,2000-12-08,2001-02-24,male,,,,Lagitupu Tuilimu
Minister of Finance,Saufatu Sopoanga,Q384322,2001-12-14,2002-08-02,male,1952-02-22,2020-12-15,Saufatu Sopoanga 2003 (cropped).jpg,Saufatu Sopoanga
Minister of Finance,Bikenibeu Paeniu,Q126443,2002-08-02,2004-08-27,male,1956-05-10,,,Bikenibeu Paeniu
Minister of Finance,Bikenibeu Paeniu,Q126443,2004-08-27,2006-08-14,male,1956-05-10,,,Bikenibeu Paeniu
Minister of Finance,Lotoala Metia,Q2378838,2006-08-16,2010-09-29,male,,2012-12-21,,Lotoala Metia
Minister of Finance,Monise Laafai,Q6900427,2010-09-29,2010-12-24,male,,,Monise Laafai - ITU Telecom World 2016 - Ministerial Roundtable (25363407029) (cropped).jpg,Monise Laafai
Minister of Finance,Lotoala Metia,Q2378838,2010-12-24,2012-12-21,male,,2012-12-21,,Lotoala Metia
Minister of Finance,Maatia Toafa,Q287513,2013-08-05,2019-09-09,male,1954-05-01,,Maatia Toafa.jpg,Maatia Toafa
Minister of Finance,Seve Paeniu,Q7457133,2019-09-20,,male,1965-02-11,,,Seve Paeniu
Minister of Fisheries,Taukelina Finikaso,Q7688699,2010-09-29,2010-12-24,male,1959,,,Taukelina Finikaso
Minister of Fisheries,Minute Alapati Taupo,Q85895228,2019-09-20,2022-05-23,male,1962-02-01,2022-05-23,"Minute Alapati Taupo, February 2020 (GPO035) (cropped).jpg",Minute Alapati Taupo
Minister of Foreign Affairs,Koloa Talake,Q965221,2001-12-14,2002-08-02,male,1934-06-07,2008-05-26,,Koloa Talake
Minister of Foreign Affairs,Saufatu Sopoanga,Q384322,2002-08-02,2004-08-27,male,1952-02-22,2020-12-15,Saufatu Sopoanga 2003 (cropped).jpg,Saufatu Sopoanga
Minister of Foreign Affairs,Maatia Toafa,Q287513,2004-08-27,2006-08-14,male,1954-05-01,,Maatia Toafa.jpg,Maatia Toafa
Minister of Foreign Affairs,Apisai Ielemia,Q316267,2006-08-14,2010-09-29,male,1955-08-19,2018-11-19,Apisai Ielemia cropped.jpg,Apisai Ielemia
Minister of Foreign Affairs,Enele Sopoaga,Q330640,2010-09-29,2010-12-24,male,1956-02-10,,Enele Sopoaga 2014.jpg,Enele Sopoaga
Minister of Foreign Affairs,Apisai Ielemia,Q316267,2010-12-24,2013-08-01,male,1955-08-19,2018-11-19,Apisai Ielemia cropped.jpg,Apisai Ielemia
Minister of Foreign Affairs,Taukelina Finikaso,Q7688699,2013-08-05,2019-09-09,male,1959,,,Taukelina Finikaso
Minister of Foreign Affairs,Simon Kofe,Q67199457,2019-09-20,,male,1984,,11.20 總統接見「吐瓦魯國外交部長柯飛伉儷」 (49092781028).jpg,Simon Kofe
Minister of Health,Amasone Kilei,Q108807890,2000-12-08,2001-02-24,male,,2005,,Amasone Kilei
Minister of Health,Alesana Seluka,Q21062847,2001-12-14,2004-08-27,male,,,,Alesana Seluka
Minister of Health,Sir Iakoba Italeli,Q3147210,2006-08-14,2010-09-29,male,,,Iakoba Italeli May 2015.jpg,Iakoba Italeli
Minister of Health,Fauoa Maani,Q15972515,2010-09-29,2010-12-24,male,,,,Fauoa Maani
Minister of Health,Taom Tanukale,Q7684285,2010-12-24,2013-07-30,male,,,,Taom Tanukale
Minister of Health,Fauoa Maani,Q15972515,2013-08-05,2019-09-19,male,,,,Fauoa Maani
Minister of Health,Satini Manuella,Q18355480,2015-04-10,2019-09-09,male,1958-08-21,,,Satini Manuella
Minister of Health,Isaia Vaipuna Taape,Q108805787,2019-09-20,,male,,,,
Minister for Home Affairs,Otinielu Tausi,Q7108741,2001-12-14,2004-08-27,male,,,,Otinielu Tausi
Minister for Home Affairs,Willy Telavi,Q561559,2006-08-14,2010-09-29,male,1954-01-28,,WillyTevali.jpg,Willy Telavi
Minister for Home Affairs,Willy Telavi,Q561559,2010-09-29,2011-07-01,male,1954-01-28,,WillyTevali.jpg,Willy Telavi
Minister for Home Affairs,Pelenike Isaia,Q7161303,2011-09-23,2013-08-02,female,,,,Pelenike Isaia
Minister for Home Affairs,Namoliki Sualiki,Q6961984,2013-08-05,2019-09-19,male,,,,Namoliki Sualiki
Minister for Home Affairs,Katepu Laoi,Q108805768,2019-09-20,,male,,,,
Minister of Justice,Simon Kofe,Q67199457,2019-09-20,,male,1984,,11.20 總統接見「吐瓦魯國外交部長柯飛伉儷」 (49092781028).jpg,Simon Kofe
Minister of Natural Resources,Namoto Kelisiano,Q110594679,2000-12-08,2001-02-24,,,,,
Minister of Natural Resources,Samuelu Teo,Q21062794,2001-12-14,2004-08-27,male,1957,,Tuvalu MP Samuelu Penitala Teo speaking at the 144th IPU Assembly on March 2022.jpg,Samuelu Teo
Minister of Natural Resources,Tavau Teii,Q7689043,2006-08-14,2010-09-29,male,,,Tavau Teii at MEDEF.jpg,Tavau Teii
Minister of Natural Resources,Vete Sakaio,Q7923554,2010-09-29,2010-12-24,male,,,,Vete Sakaio
Minister of Natural Resources,Isaia Italeli,Q6078458,2010-12-24,2011-07-20,male,1960,2011-07-20,,Isaia Italeli
Minister of Natural Resources,Willy Telavi,Q561559,2011-07,2013-08-01,male,1954-01-28,,WillyTevali.jpg,Willy Telavi
Minister of Natural Resources,Elisala Pita,Q15968283,2013-08-05,2016-08-22,male,,2016-08-22,,Elisala Pita
Minister of Natural Resources,Puakena Boreham,Q19795263,2016-08,2019-09-19,female,1970-12-18,,,Puakena Boreham
Minister for Public Utilities,Kausea Natano,Q6378927,2006-08-14,2010-09-29,male,1957-07-05,,Kausea Natano June 2022.jpg,Kausea Natano
Minister for Public Utilities,Kausea Natano,Q6378927,2010-12-24,2013-08-01,male,1957-07-05,,Kausea Natano June 2022.jpg,Kausea Natano
Minister for Public Utilities,Vete Sakaio,Q7923554,2013-08-05,2015-04-10,male,,,,Vete Sakaio
Minister for Public Utilities,Enele Sopoaga,Q330640,2015-04-10,2019-09-19,male,1956-02-10,,Enele Sopoaga 2014.jpg,Enele Sopoaga
Minister for Public Utilities,Ampelosa Manoa Tehulu,Q108805759,2019-09-20,,male,,,,
Minister of Transport,Monise Laafai,Q6900427,2013-08-05,2019-09-19,male,,,Monise Laafai - ITU Telecom World 2016 - Ministerial Roundtable (25363407029) (cropped).jpg,Monise Laafai
Minister of Transport,Nielu Meisake,Q108805785,2019-09-20,,male,,,,
Minister of Tourism,Apisai Ielemia,Q316267,2010-12-24,2013-08-01,male,1955-08-19,2018-11-19,Apisai Ielemia cropped.jpg,Apisai Ielemia
Minister of Tourism,Taukelina Finikaso,Q7688699,2013-08-05,2019-09-09,male,1959,,,Taukelina Finikaso
Minister of Tourism,Nielu Meisake,Q108805785,2019-09-20,,male,,,,
Minister for Women,Faimalaga Luka,Q164931,2000-12-08,2001-02-24,male,1940,2005-08-19,,Faimalaga Luka
Minister for Works and Communications,Teagai Esekia,Q110594681,2000-12-08,2001-02-24,,,,,
Minister for Works and Communications,Kokea Malua,Q6426583,2001-12-14,2002-08-02,male,,,,Kokea Malua
Minister for Works and Communications,Maatia Toafa,Q287513,2002-08-02,2004-08-27,male,1954-05-01,,Maatia Toafa.jpg,Maatia Toafa
Minister for Works and Communications,Saufatu Sopoanga,Q384322,2004-08-27,2006-08-14,male,1952-02-22,2020-12-15,Saufatu Sopoanga 2003 (cropped).jpg,Saufatu Sopoanga
Minister for Works and Communications,Taukelina Finikaso,Q7688699,2006-08-14,2010-09-29,male,1959,,,Taukelina Finikaso
Minister for Works and Communications,Vete Sakaio,Q7923554,2010-09-29,2010-12-24,male,,,,Vete Sakaio
Speaker of Parliament,Tomu Sione,Q923836,1998,2002,male,1941-11-17,2016-04,,Tomu Sione
Speaker of Parliament,Saloa Tauia,Q108598616,2002-08,2003-02,male,,2003-02,,Saloa Tauia
Speaker of Parliament,Otinielu Tausi,Q7108741,2002-08-02,2006-08-14,male,,,,Otinielu Tausi
Speaker of Parliament,Faimalaga Luka,Q164931,2003,2003,male,1940,2005-08-19,,Faimalaga Luka
Speaker of Parliament,Kamuta Latasi,Q739504,2006-08-16,2010-09-29,male,1936-09-04,,Rt Hon Sir Kamuta Latasi (cropped).jpg,Kamuta Latasi
Speaker of Parliament,Isaia Italeli,Q6078458,2010-09-29,2010-12-24,male,1960,2011-07-20,,Isaia Italeli
Speaker of Parliament,Kamuta Latasi,Q739504,2010-12-24,2014-03-04,male,1936-09-04,,Rt Hon Sir Kamuta Latasi (cropped).jpg,Kamuta Latasi
Speaker of Parliament,Otinielu Tausi,Q7108741,2014-03-03,2019-09-09,male,,,,Otinielu Tausi
Speaker of Parliament,Samuelu Teo,Q21062794,2019-09-20,,male,1957,,Tuvalu MP Samuelu Penitala Teo speaking at the 144th IPU Assembly on March 2022.jpg,Samuelu Teo
